order_id,customer_id,order_purchase_date,order_status,delivery_days,order_delivered_date,delivery_days_clean,signup_date,state,acquisition_channel,customer_segment,age,item_count,product_revenue,freight_value,primary_category,payment_type,payment_installments,payment_value,review_score,order_month,low_review
O001880,C00383,2024-06-14,delivered,3,2024-06-17,3.0,2025-02-02,GA,Social,VIP,53.0,1,15.24,17.85,Grocery,credit_card,6,33.09,5,2024-06,0
O001881,C00244,2025-03-26,delivered,9,2025-04-04,9.0,2024-09-29,NY,Email,New,18.0,1,29.59,17.33,Home,debit_card,4,46.92,4,2025-03,0
O001882,C00144,2025-02-17,delivered,4,2025-02-21,4.0,2024-06-20,TX,Organic,New,41.0,3,102.76,28.64,Beauty,credit_card,5,131.4,4,2025-02,0
O001883,C01054,2025-02-25,delivered,6,2025-03-03,6.0,2025-02-06,TX,Organic,New,41.0,2,82.2,24.37,Books,credit_card,3,106.57,1,2025-02,1
O001884,C00738,2024-10-01,delivered,3,2024-10-04,3.0,2024-05-20,WA,Paid Search,Returning,26.0,2,77.59,12.18,Fashion,debit_card,6,89.77,3,2024-10,0
O001885,C00830,2024-09-22,delivered,8,2024-09-30,8.0,2024-01-13,NY,Organic,Returning,41.0,1,33.54,11.74,Fashion,credit_card,6,45.28,3,2024-09,0
O001886,C00142,2024-09-17,processing,2,,,2024-03-31,TX,Paid Search,New,36.0,2,161.17000000000002,8.05,Electronics,credit_card,2,169.22,5,2024-09,0
O001887,C00410,2024-06-01,delivered,6,2024-06-07,6.0,2024-01-06,FL,Organic,New,29.0,3,204.19,24.27,Books,credit_card,2,228.46,5,2024-06,0
O001888,C00745,2024-11-22,delivered,7,2024-11-29,7.0,2024-11-29,CO,Paid Search,New,29.0,2,93.15,30.009999999999998,Grocery,credit_card,4,123.16,5,2024-11,0
O001889,C00634,2025-04-10,delivered,7,2025-04-17,7.0,2024-06-08,IL,Organic,New,45.0,3,86.06,36.75,Books,credit_card,1,122.81,5,2025-04,0
O001890,C00834,2024-06-29,delivered,7,2024-07-06,7.0,2024-03-01,TX,Referral,New,19.0,3,182.95,58.6,Books,paypal,5,241.55,4,2024-06,0
O001891,C00804,2024-03-27,delivered,1,2024-03-28,1.0,2025-01-20,CA,Social,New,26.0,1,20.6,8.03,Sports,credit_card,1,28.63,5,2024-03,0
O001892,C00497,2024-11-21,delivered,8,2024-11-29,8.0,2024-02-19,CA,Referral,Returning,43.0,1,28.31,21.88,Electronics,credit_card,1,50.19,5,2024-11,0
O001893,C00940,2024-09-04,delivered,4,2024-09-08,4.0,2024-08-01,NY,Paid Search,New,18.0,1,21.25,15.07,Grocery,paypal,3,36.32,5,2024-09,0
O001894,C00312,2025-03-10,delivered,7,2025-03-17,7.0,2024-10-09,NC,Paid Search,VIP,27.0,1,30.99,6.9,Electronics,credit_card,1,37.89,1,2025-03,1
O001895,C00097,2025-04-07,processing,1,,,2024-04-10,GA,Referral,New,28.0,1,18.97,20.78,Books,voucher,2,39.75,1,2025-04,1
O001896,C01097,2025-05-21,delivered,5,2025-05-26,5.0,2024-12-16,CA,Email,Returning,39.0,3,121.44999999999999,55.05,Beauty,debit_card,4,176.5,5,2025-05,0
O001897,C00028,2024-09-01,delivered,4,2024-09-05,4.0,2024-12-11,TX,Paid Search,Returning,28.0,1,37.78,21.76,Fashion,credit_card,2,59.54,4,2024-09,0
O001898,C00341,2025-04-28,delivered,5,2025-05-03,5.0,2024-09-23,CA,Email,New,37.0,3,140.76,46.730000000000004,Books,debit_card,6,187.49,3,2025-04,0
O001899,C00138,2024-04-25,delivered,1,2024-04-26,1.0,2024-01-13,CA,Referral,New,28.0,3,187.01,25.79,Books,debit_card,2,212.8,3,2024-04,0
O001900,C00279,2024-08-23,delivered,4,2024-08-27,4.0,2024-01-28,WA,Organic,New,41.0,1,24.57,4.71,Electronics,credit_card,2,29.28,5,2024-08,0
O001901,C00474,2024-07-03,delivered,5,2024-07-08,5.0,2024-07-15,AZ,Social,New,18.0,3,147.1,40.48,Beauty,debit_card,4,187.58,1,2024-07,1
O001902,C00156,2025-05-08,delivered,4,2025-05-12,4.0,2024-10-05,CA,Email,New,32.0,1,105.1,17.74,Home,credit_card,3,122.84,3,2025-05,0
O001903,C00561,2024-12-08,delivered,8,2024-12-16,8.0,2024-08-13,TX,Social,Returning,61.0,1,39.03,7.05,Sports,credit_card,4,46.08,5,2024-12,0
O001904,C01113,2024-08-19,delivered,4,2024-08-23,4.0,2024-03-21,CO,Paid Search,Returning,28.0,3,101.03,33.97,Beauty,credit_card,3,135.0,3,2024-08,0
O001905,C00164,2024-05-11,processing,2,,,2024-06-19,TX,Organic,Returning,39.0,3,77.51,35.14,Electronics,debit_card,5,112.65,2,2024-05,1
O001906,C01112,2025-03-04,delivered,2,2025-03-06,2.0,2024-04-07,NY,Organic,Returning,29.0,3,99.96000000000001,31.950000000000003,Books,paypal,5,131.91,5,2025-03,0
O001907,C00494,2025-01-02,delivered,8,2025-01-10,8.0,2024-09-10,CA,Organic,Returning,39.0,1,42.54,14.55,Fashion,credit_card,1,57.09,4,2025-01,0
O001908,C00711,2025-04-05,canceled,4,,,2024-10-12,NY,Paid Search,Returning,38.0,1,70.9,15.47,Sports,credit_card,1,0.0,1,2025-04,1
O001909,C00530,2024-09-22,delivered,3,2024-09-25,3.0,2025-01-21,CO,Paid Search,New,24.0,3,131.98000000000002,40.98,Electronics,credit_card,6,172.96,5,2024-09,0
O001910,C00380,2024-05-10,delivered,10,2024-05-20,10.0,2024-04-20,CA,Email,VIP,38.0,2,72.43,20.92,Home,credit_card,6,93.35,4,2024-05,0
O001911,C00131,2024-08-05,delivered,1,2024-08-06,1.0,2024-08-25,CA,Referral,New,48.0,1,21.72,10.53,Sports,credit_card,6,32.25,3,2024-08,0
O001912,C00713,2024-12-17,delivered,14,2024-12-31,14.0,2024-11-01,WA,Organic,VIP,55.0,3,96.68,36.879999999999995,Grocery,voucher,6,133.56,4,2024-12,0
O001913,C01100,2024-06-22,delivered,3,2024-06-25,3.0,2024-07-01,GA,Paid Search,Returning,24.0,2,49.81,34.34,Books,voucher,1,84.15,5,2024-06,0
O001914,C00625,2024-04-03,delivered,7,2024-04-10,7.0,2024-09-10,TX,Email,Returning,39.0,3,67.82,17.12,Books,credit_card,6,84.94,3,2024-04,0
O001915,C00719,2025-03-22,delivered,4,2025-03-26,4.0,2024-04-08,GA,Paid Search,VIP,51.0,1,44.75,10.89,Home,credit_card,3,55.64,2,2025-03,1
O001916,C00773,2024-11-05,delivered,3,2024-11-08,3.0,2024-01-03,NY,Social,Returning,45.0,1,13.08,7.57,Sports,credit_card,6,20.65,3,2024-11,0
O001917,C00467,2024-09-03,delivered,5,2024-09-08,5.0,2024-03-10,NY,Social,Returning,35.0,2,60.06,25.13,Books,debit_card,3,85.19,5,2024-09,0
O001918,C00145,2024-11-15,delivered,6,2024-11-21,6.0,2025-02-20,FL,Social,Returning,30.0,1,34.56,3.8,Beauty,credit_card,5,38.36,5,2024-11,0
O001919,C00609,2025-02-11,delivered,4,2025-02-15,4.0,2025-02-10,CA,Organic,New,47.0,3,95.7,14.99,Grocery,credit_card,3,110.69,4,2025-02,0
O001920,C01043,2024-03-01,delivered,11,2024-03-12,11.0,2024-06-23,FL,Paid Search,New,52.0,1,43.33,7.58,Sports,paypal,5,50.91,4,2024-03,0
O001921,C00378,2024-09-23,delivered,5,2024-09-28,5.0,2024-11-09,NY,Social,Returning,36.0,3,70.25,24.72,Electronics,debit_card,4,94.97,5,2024-09,0
O001922,C01046,2024-06-28,delivered,10,2024-07-08,10.0,2024-03-05,FL,Referral,New,23.0,1,32.95,6.16,Fashion,credit_card,4,39.11,4,2024-06,0
O001923,C01026,2024-04-13,delivered,4,2024-04-17,4.0,2024-01-24,GA,Referral,VIP,37.0,1,97.23,13.32,Electronics,voucher,3,110.55,4,2024-04,0
O001924,C00294,2024-03-17,delivered,7,2024-03-24,7.0,2024-05-19,TX,Organic,New,31.0,2,44.8,20.689999999999998,Electronics,credit_card,1,65.49,2,2024-03,1
O001925,C00691,2024-09-24,delivered,6,2024-09-30,6.0,2025-02-22,FL,Email,New,47.0,3,161.96,20.240000000000002,Beauty,credit_card,2,182.2,3,2024-09,0
O001926,C00898,2024-11-11,delivered,13,2024-11-24,13.0,2024-01-23,WA,Organic,New,33.0,3,101.9,32.980000000000004,Beauty,paypal,4,134.88,3,2024-11,0
O001927,C00594,2024-10-25,delivered,3,2024-10-28,3.0,2025-02-15,CO,Organic,New,35.0,2,24.1,18.79,Grocery,credit_card,2,42.89,4,2024-10,0
O001928,C00840,2025-03-03,delivered,3,2025-03-06,3.0,2025-01-17,CO,Organic,New,28.0,3,83.97,18.35,Electronics,debit_card,1,102.32,5,2025-03,0
O001929,C01094,2024-10-02,delivered,6,2024-10-08,6.0,2024-06-13,GA,Referral,New,24.0,1,25.74,7.24,Grocery,credit_card,3,32.98,4,2024-10,0
O001930,C00753,2024-12-03,processing,6,,,2024-02-06,CA,Referral,New,21.0,1,22.54,7.45,Beauty,credit_card,4,29.99,5,2024-12,0
O001931,C01006,2025-03-19,delivered,4,2025-03-23,4.0,2025-01-21,CA,Organic,New,42.0,1,21.91,13.42,Home,paypal,5,35.33,5,2025-03,0
O001932,C00962,2025-01-03,delivered,5,2025-01-08,5.0,2024-06-20,WA,Email,New,40.0,3,91.4,36.67,Books,credit_card,6,128.07,4,2025-01,0
O001933,C00976,2025-05-03,delivered,7,2025-05-10,7.0,2024-04-04,CA,Paid Search,New,29.0,2,56.339999999999996,30.37,Beauty,credit_card,1,86.71,4,2025-05,0
O001934,C01023,2024-06-13,delivered,9,2024-06-22,9.0,2024-12-30,NC,Organic,New,41.0,1,143.52,10.7,Electronics,credit_card,3,154.22,5,2024-06,0
O001935,C00271,2025-03-05,delivered,3,2025-03-08,3.0,2024-05-03,GA,Social,VIP,45.0,1,50.29,6.2,Sports,debit_card,2,56.49,5,2025-03,0
O001936,C00023,2025-01-22,delivered,3,2025-01-25,3.0,2024-03-17,CO,Paid Search,New,46.0,1,50.44,6.69,Home,credit_card,4,57.13,4,2025-01,0
O001937,C00184,2024-11-29,canceled,13,,,2024-10-19,WA,Organic,New,29.0,1,35.23,6.69,Fashion,credit_card,4,0.0,1,2024-11,1
O001938,C00300,2024-03-02,delivered,2,2024-03-04,2.0,2024-01-10,FL,Organic,New,51.0,3,154.42000000000002,30.71,Beauty,voucher,5,185.13,5,2024-03,0
O001939,C00829,2024-11-10,delivered,9,2024-11-19,9.0,2024-12-28,GA,Organic,VIP,53.0,3,90.97999999999999,31.8,Sports,credit_card,5,122.78,4,2024-11,0
O001940,C00612,2025-04-08,delivered,4,2025-04-12,4.0,2024-07-13,NC,Email,New,52.0,1,29.83,11.34,Books,credit_card,1,41.17,4,2025-04,0
O001941,C00563,2024-12-28,delivered,2,2024-12-30,2.0,2024-07-26,NC,Paid Search,Returning,36.0,2,94.95,33.84,Beauty,credit_card,2,128.79,4,2024-12,0
O001942,C00011,2024-03-03,delivered,3,2024-03-06,3.0,2024-08-09,FL,Organic,New,28.0,3,97.75,40.8,Electronics,voucher,3,138.55,5,2024-03,0
O001943,C00821,2024-07-14,delivered,1,2024-07-15,1.0,2024-01-11,IL,Social,Returning,22.0,1,28.04,20.44,Sports,credit_card,5,48.48,5,2024-07,0
O001944,C00438,2024-11-23,delivered,12,2024-12-05,12.0,2025-01-24,NY,Organic,New,39.0,3,86.5,49.36,Electronics,paypal,3,135.86,3,2024-11,0
O001945,C00913,2025-03-17,delivered,2,2025-03-19,2.0,2024-06-07,WA,Organic,Returning,27.0,3,114.07,42.67,Books,debit_card,3,156.74,4,2025-03,0
O001946,C00136,2024-09-26,processing,4,,,2024-05-07,IL,Organic,Returning,42.0,2,57.629999999999995,22.13,Home,credit_card,5,79.76,4,2024-09,0
O001947,C00355,2025-04-07,delivered,9,2025-04-16,9.0,2025-02-11,CO,Referral,New,30.0,3,214.95000000000002,16.5,Fashion,credit_card,4,231.45,1,2025-04,1
O001948,C00066,2025-03-10,delivered,5,2025-03-15,5.0,2024-05-16,IL,Social,New,41.0,2,66.97,18.740000000000002,Home,credit_card,6,85.71,4,2025-03,0
O001949,C00342,2024-07-04,canceled,9,,,2024-05-02,NC,Paid Search,Returning,25.0,2,145.44,41.18000000000001,Beauty,voucher,3,0.0,1,2024-07,1
O001950,C01109,2024-05-31,delivered,6,2024-06-06,6.0,2025-01-30,NC,Email,Returning,31.0,1,35.55,13.17,Home,credit_card,1,48.72,4,2024-05,0
O001951,C00589,2025-04-29,delivered,8,2025-05-07,8.0,2024-12-17,TX,Social,Returning,39.0,1,14.4,13.06,Home,credit_card,4,27.46,5,2025-04,0
O001952,C00528,2024-12-02,delivered,9,2024-12-11,9.0,2024-03-01,IL,Organic,New,20.0,3,152.18,45.3,Beauty,credit_card,4,197.48,4,2024-12,0
O001953,C00329,2025-04-03,delivered,5,2025-04-08,5.0,2024-02-29,WA,Organic,New,41.0,1,24.69,4.21,Fashion,paypal,2,28.9,4,2025-04,0
O001954,C00318,2025-05-08,delivered,3,2025-05-11,3.0,2024-11-01,TX,Organic,New,44.0,3,92.05000000000001,31.44,Beauty,paypal,1,123.49,5,2025-05,0
O001955,C00801,2024-09-16,delivered,8,2024-09-24,8.0,2024-01-06,NY,Paid Search,New,57.0,2,190.73,30.92,Electronics,debit_card,6,221.65,5,2024-09,0
O001956,C01183,2024-03-22,delivered,4,2024-03-26,4.0,2024-10-17,CA,Organic,Returning,27.0,1,19.92,20.05,Home,credit_card,6,39.97,3,2024-03,0
O001957,C00897,2025-05-02,processing,6,,,2024-08-01,NC,Social,New,33.0,3,124.25,35.84,Beauty,credit_card,1,160.09,5,2025-05,0
O001958,C00885,2024-11-30,canceled,13,,,2024-12-07,WA,Organic,VIP,31.0,1,62.0,10.32,Fashion,credit_card,2,0.0,4,2024-11,0
O001959,C00567,2024-04-26,delivered,3,2024-04-29,3.0,2024-04-05,NC,Organic,Returning,18.0,3,103.41,52.34,Sports,credit_card,5,155.75,5,2024-04,0
O001960,C00119,2024-11-05,delivered,7,2024-11-12,7.0,2024-04-13,IL,Referral,New,69.0,1,61.92,16.35,Fashion,credit_card,2,78.27,3,2024-11,0
O001961,C00869,2024-03-14,delivered,4,2024-03-18,4.0,2024-07-06,GA,Paid Search,Returning,46.0,2,117.3,10.77,Books,paypal,3,128.07,2,2024-03,1
O001962,C00971,2024-07-15,delivered,5,2024-07-20,5.0,2024-05-05,NY,Organic,VIP,48.0,3,100.7,39.05,Electronics,credit_card,6,139.75,3,2024-07,0
O001963,C00613,2024-08-11,delivered,5,2024-08-16,5.0,2024-11-25,WA,Paid Search,Returning,45.0,3,172.97,39.9,Fashion,paypal,4,212.87,5,2024-08,0
O001964,C00110,2024-09-30,delivered,3,2024-10-03,3.0,2024-10-23,FL,Email,VIP,35.0,3,126.82000000000001,58.699999999999996,Books,credit_card,4,185.52,5,2024-09,0
O001965,C00856,2024-11-21,delivered,4,2024-11-25,4.0,2024-12-22,TX,Email,New,27.0,3,155.67000000000002,35.46,Beauty,credit_card,4,191.13,5,2024-11,0
O001966,C01106,2025-03-30,delivered,8,2025-04-07,8.0,2024-03-16,CO,Referral,New,23.0,3,108.02000000000001,37.739999999999995,Beauty,voucher,5,145.76,4,2025-03,0
O001967,C00270,2024-08-13,delivered,5,2024-08-18,5.0,2024-09-05,CA,Paid Search,New,54.0,1,24.55,17.53,Fashion,paypal,3,42.08,3,2024-08,0
O001968,C00192,2025-02-09,delivered,6,2025-02-15,6.0,2024-09-21,NY,Referral,New,41.0,1,26.86,16.69,Sports,credit_card,5,43.55,3,2025-02,0
O001969,C00887,2025-05-17,delivered,2,2025-05-19,2.0,2024-01-23,CO,Organic,VIP,20.0,3,81.85,32.769999999999996,Beauty,credit_card,3,114.62,4,2025-05,0
O001970,C00399,2025-02-15,delivered,1,2025-02-16,1.0,2024-04-27,CO,Organic,Returning,23.0,3,92.08,45.53,Beauty,debit_card,1,137.61,5,2025-02,0
O001971,C00859,2024-06-28,processing,1,,,2024-10-08,CO,Organic,Returning,39.0,3,84.37,48.4,Sports,voucher,1,132.77,4,2024-06,0
O001972,C00844,2025-01-13,delivered,6,2025-01-19,6.0,2024-01-16,TX,Social,Returning,40.0,2,67.61,27.5,Grocery,voucher,2,95.11,4,2025-01,0
O001973,C00320,2024-07-11,delivered,4,2024-07-15,4.0,2024-11-18,FL,Organic,New,29.0,2,112.62,42.540000000000006,Electronics,credit_card,6,155.16,5,2024-07,0
O001974,C00051,2024-10-11,delivered,9,2024-10-20,9.0,2024-11-15,NY,Organic,Returning,29.0,2,64.57,23.79,Beauty,credit_card,6,88.36,2,2024-10,1
O001975,C00668,2024-12-24,delivered,5,2024-12-29,5.0,2024-12-27,CO,Referral,New,18.0,3,95.67,40.08,Beauty,credit_card,6,135.75,5,2024-12,0
O001976,C00490,2024-07-16,delivered,5,2024-07-21,5.0,2024-09-11,NY,Organic,New,33.0,1,23.54,7.24,Grocery,credit_card,6,30.78,5,2024-07,0
O001977,C01027,2024-03-02,delivered,5,2024-03-07,5.0,2024-02-02,NY,Paid Search,Returning,27.0,2,68.68,30.04,Books,debit_card,1,98.72,3,2024-03,0
O001978,C00430,2025-03-29,delivered,7,2025-04-05,7.0,2024-10-27,NY,Referral,Returning,21.0,3,117.18,19.13,Books,credit_card,6,136.31,5,2025-03,0
O001979,C00300,2025-02-05,delivered,5,2025-02-10,5.0,2024-01-10,FL,Organic,New,51.0,3,107.24000000000001,37.26,Grocery,credit_card,3,144.5,5,2025-02,0
O001980,C01033,2024-04-27,delivered,6,2024-05-03,6.0,2024-11-02,IL,Paid Search,Returning,40.0,1,55.9,4.15,Electronics,credit_card,6,60.05,4,2024-04,0
O001981,C00884,2024-08-25,delivered,7,2024-09-01,7.0,2024-03-06,CA,Referral,New,39.0,2,59.75,37.19,Books,paypal,4,96.94,4,2024-08,0
O001982,C00743,2024-07-01,processing,4,,,2024-09-23,FL,Organic,Returning,45.0,2,99.30000000000001,14.739999999999998,Electronics,credit_card,5,114.04,5,2024-07,0
O001983,C01145,2025-06-03,delivered,7,2025-06-10,7.0,2024-05-19,IL,Organic,New,39.0,3,71.92,48.29,Fashion,credit_card,5,120.21,5,2025-06,0
O001984,C00940,2025-05-17,delivered,2,2025-05-19,2.0,2024-08-01,NY,Paid Search,New,18.0,2,38.11,31.009999999999998,Home,credit_card,3,69.12,4,2025-05,0
O001985,C01040,2025-01-19,delivered,6,2025-01-25,6.0,2024-12-13,GA,Organic,Returning,47.0,1,18.63,21.04,Electronics,credit_card,4,39.67,4,2025-01,0
O001986,C00959,2024-09-24,delivered,5,2024-09-29,5.0,2025-02-12,IL,Referral,New,26.0,2,49.68,19.009999999999998,Grocery,paypal,2,68.69,5,2024-09,0
O001987,C00482,2024-03-25,delivered,7,2024-04-01,7.0,2024-12-14,AZ,Organic,Returning,41.0,3,131.59,39.59,Beauty,paypal,6,171.18,2,2024-03,1
O001988,C00075,2024-06-25,canceled,6,,,2024-10-15,WA,Email,Returning,18.0,1,33.0,11.58,Beauty,credit_card,5,0.0,1,2024-06,1
O001989,C00729,2024-04-13,delivered,1,2024-04-14,1.0,2024-07-24,CA,Social,Returning,25.0,2,65.75,13.62,Grocery,credit_card,2,79.37,5,2024-04,0
O001990,C00918,2025-03-07,processing,9,,,2024-11-25,CO,Email,New,47.0,2,72.83,32.900000000000006,Home,credit_card,2,105.73,4,2025-03,0
O001991,C01191,2024-04-11,delivered,6,2024-04-17,6.0,2024-06-23,GA,Social,New,37.0,3,113.94999999999999,26.22,Books,credit_card,6,140.17,2,2024-04,1
O001992,C00818,2025-01-13,delivered,11,2025-01-24,11.0,2024-02-14,FL,Social,New,44.0,3,134.39,44.54,Beauty,debit_card,6,178.93,5,2025-01,0
O001993,C00683,2025-05-22,delivered,3,2025-05-25,3.0,2025-02-07,NY,Organic,New,23.0,1,41.96,16.68,Sports,debit_card,5,58.64,4,2025-05,0
O001994,C00691,2024-07-23,delivered,2,2024-07-25,2.0,2025-02-22,FL,Email,New,47.0,2,81.09,18.46,Electronics,credit_card,6,99.55,3,2024-07,0
O001995,C00139,2025-01-16,delivered,5,2025-01-21,5.0,2024-05-25,NY,Organic,Returning,26.0,3,78.74000000000001,31.82,Books,paypal,2,110.56,4,2025-01,0
O001996,C00009,2025-04-18,delivered,3,2025-04-21,3.0,2024-03-25,GA,Paid Search,New,30.0,1,56.57,20.47,Fashion,credit_card,3,77.04,5,2025-04,0
O001997,C00055,2024-09-17,delivered,6,2024-09-23,6.0,2024-07-28,NC,Social,Returning,47.0,1,24.83,11.16,Home,credit_card,3,35.99,4,2024-09,0
O001998,C01086,2024-09-27,delivered,2,2024-09-29,2.0,2024-12-18,CA,Organic,VIP,26.0,1,74.85,9.85,Sports,credit_card,2,84.7,3,2024-09,0
O001999,C00949,2024-06-03,delivered,6,2024-06-09,6.0,2025-02-02,CA,Paid Search,Returning,47.0,2,79.39,27.029999999999998,Books,paypal,1,106.42,5,2024-06,0
O002000,C00313,2024-09-17,delivered,8,2024-09-25,8.0,2024-02-19,AZ,Organic,New,48.0,2,52.75,29.65,Books,credit_card,2,82.4,4,2024-09,0
O002001,C00509,2025-04-15,delivered,7,2025-04-22,7.0,2024-04-22,CO,Referral,Returning,32.0,2,72.13,11.98,Beauty,credit_card,2,84.11,3,2025-04,0
O002002,C00581,2025-01-06,delivered,7,2025-01-13,7.0,2024-02-09,GA,Social,Returning,30.0,2,83.23,17.29,Fashion,debit_card,4,100.52,4,2025-01,0
O002003,C00297,2024-06-03,delivered,4,2024-06-07,4.0,2024-12-22,CA,Organic,Returning,36.0,1,71.67,21.15,Electronics,credit_card,4,92.82,4,2024-06,0
O002004,C00508,2024-11-03,delivered,6,2024-11-09,6.0,2024-04-14,NY,Paid Search,Returning,56.0,3,149.1,47.11,Grocery,credit_card,5,196.21,3,2024-11,0
O002005,C00418,2025-01-27,delivered,10,2025-02-06,10.0,2024-02-21,NC,Email,Returning,39.0,2,48.61,35.620000000000005,Books,paypal,3,84.23,3,2025-01,0
O002006,C00834,2024-04-06,canceled,5,,,2024-03-01,TX,Referral,New,19.0,1,56.7,8.46,Books,debit_card,3,0.0,2,2024-04,1
O002007,C00909,2025-02-22,delivered,7,2025-03-01,7.0,2024-06-04,CA,Organic,New,22.0,3,75.18,30.59,Books,credit_card,4,105.77,4,2025-02,0
O002008,C00119,2024-06-03,delivered,10,2024-06-13,10.0,2024-04-13,IL,Referral,New,69.0,1,23.16,3.87,Grocery,paypal,5,27.03,3,2024-06,0
O002009,C00559,2024-07-17,delivered,4,2024-07-21,4.0,2024-11-28,NY,Email,Returning,42.0,3,104.5,50.0,Beauty,credit_card,3,154.5,5,2024-07,0
O002010,C01190,2024-09-12,delivered,4,2024-09-16,4.0,2024-01-04,TX,Referral,New,60.0,2,62.370000000000005,25.66,Beauty,credit_card,4,88.03,5,2024-09,0
O002011,C01043,2024-10-24,delivered,3,2024-10-27,3.0,2024-06-23,FL,Paid Search,New,52.0,3,87.42,42.23,Beauty,credit_card,2,129.65,4,2024-10,0
O002012,C00953,2025-05-05,delivered,4,2025-05-09,4.0,2024-09-15,CA,Social,VIP,33.0,2,99.49,35.620000000000005,Grocery,credit_card,3,135.11,2,2025-05,1
O002013,C00882,2024-06-13,delivered,3,2024-06-16,3.0,2024-12-23,TX,Social,Returning,40.0,1,84.5,11.18,Books,debit_card,4,95.68,4,2024-06,0
O002014,C00006,2024-06-29,delivered,3,2024-07-02,3.0,2024-12-26,GA,Referral,Returning,36.0,3,75.93,30.61,Beauty,credit_card,4,106.54,5,2024-06,0
O002015,C01169,2024-08-26,delivered,6,2024-09-01,6.0,2025-02-23,TX,Paid Search,New,30.0,1,13.4,7.63,Electronics,credit_card,4,21.03,5,2024-08,0
O002016,C00883,2025-04-07,delivered,5,2025-04-12,5.0,2024-07-07,WA,Organic,Returning,40.0,1,30.58,19.19,Grocery,credit_card,1,49.77,2,2025-04,1
O002017,C01067,2025-05-28,delivered,3,2025-05-31,3.0,2025-01-23,NC,Paid Search,New,43.0,3,106.25,38.06,Beauty,credit_card,5,144.31,5,2025-05,0
O002018,C01091,2024-09-30,delivered,6,2024-10-06,6.0,2024-07-30,GA,Organic,New,50.0,2,167.66,28.59,Books,paypal,6,196.25,1,2024-09,1
O002019,C00306,2025-01-20,delivered,4,2025-01-24,4.0,2024-02-28,IL,Referral,New,19.0,3,83.22999999999999,20.63,Fashion,debit_card,2,103.86,5,2025-01,0
O002020,C00017,2025-05-06,processing,6,,,2024-08-03,GA,Social,VIP,30.0,1,10.8,21.28,Electronics,credit_card,5,32.08,3,2025-05,0
O002021,C00791,2025-04-02,delivered,2,2025-03-31,,2024-02-10,AZ,Social,New,36.0,3,112.65,52.67,Books,credit_card,5,165.32,4,2025-04,0
O002022,C00551,2025-01-15,delivered,1,2025-01-16,1.0,2024-12-03,TX,Organic,Returning,37.0,3,79.38,50.49,Electronics,credit_card,2,129.87,3,2025-01,0
O002023,C00025,2024-11-10,processing,12,,,2024-11-24,CO,Referral,New,34.0,3,71.38,35.76,Books,credit_card,2,107.14,1,2024-11,1
O002024,C00325,2025-06-06,delivered,6,2025-06-12,6.0,2025-02-13,TX,Paid Search,Returning,34.0,1,64.29,12.04,Books,voucher,1,76.33,4,2025-06,0
O002025,C01190,2024-06-21,canceled,4,,,2024-01-04,TX,Referral,New,60.0,2,28.310000000000002,21.84,Grocery,credit_card,2,0.0,2,2024-06,1
O002026,C00437,2024-08-18,delivered,2,2024-08-20,2.0,2024-08-26,NY,Organic,New,47.0,3,99.93,16.87,Electronics,credit_card,2,116.8,4,2024-08,0
O002027,C00314,2025-01-30,delivered,3,2025-02-02,3.0,2024-04-28,CO,Referral,Returning,39.0,1,29.08,21.39,Electronics,credit_card,1,50.47,3,2025-01,0
O002028,C00786,2024-03-10,delivered,4,2024-03-14,4.0,2024-09-04,TX,Paid Search,VIP,48.0,3,95.25999999999999,39.370000000000005,Fashion,voucher,6,134.63,1,2024-03,1
O002029,C00798,2024-10-22,delivered,4,2024-10-26,4.0,2024-07-11,AZ,Paid Search,Returning,37.0,3,85.53,39.43,Electronics,debit_card,6,124.96,5,2024-10,0
O002030,C00399,2025-04-06,canceled,4,,,2024-04-27,CO,Organic,Returning,23.0,1,13.12,21.07,Grocery,credit_card,4,0.0,1,2025-04,1
O002031,C01019,2024-05-23,delivered,4,2024-05-27,4.0,2024-01-18,CO,Paid Search,New,33.0,3,92.98,33.269999999999996,Books,credit_card,1,126.25,2,2024-05,1
O002032,C00697,2025-03-13,delivered,2,2025-03-15,2.0,2024-10-30,TX,Paid Search,New,36.0,3,107.11,42.57,Beauty,credit_card,1,149.68,5,2025-03,0
O002033,C00193,2024-09-10,delivered,5,2024-09-15,5.0,2024-09-12,CA,Organic,New,33.0,1,15.26,20.53,Home,credit_card,1,35.79,1,2024-09,1
O002034,C00390,2025-04-09,delivered,4,2025-04-13,4.0,2024-03-05,GA,Email,New,26.0,2,62.97,24.79,Fashion,credit_card,5,87.76,1,2025-04,1
O002035,C01018,2024-12-24,delivered,6,2024-12-30,6.0,2024-07-26,WA,Referral,New,22.0,3,121.37,23.939999999999998,Fashion,credit_card,2,145.31,3,2024-12,0
O002036,C00108,2024-05-13,delivered,5,2024-05-18,5.0,2024-10-06,GA,Organic,Returning,39.0,1,73.86,21.58,Sports,credit_card,5,95.44,5,2024-05,0
O002037,C00015,2025-02-09,delivered,7,2025-02-16,7.0,2024-10-28,CA,Social,New,29.0,3,105.1,25.04,Beauty,credit_card,2,130.14,4,2025-02,0
O002038,C00788,2024-03-27,delivered,6,2024-04-02,6.0,2024-10-15,CA,Organic,New,21.0,1,47.21,5.5,Electronics,credit_card,2,52.71,5,2024-03,0
